On offshore,Province name,Municipality name,longitude,latitude,Start,Type,Status,Result,Current owner,Operator,oil or gas?
ON,Drenthe,Emmen,6.91688814,52.65101531,01-05-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.93327237,52.64791817,07-09-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82216017,52.66559743,20-09-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.85770121,52.67404338,21-09-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85649545,52.65345779,01-10-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86765204,52.67008205,02-10-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8360273,52.65977586,09-10-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8528225,52.66209565,12-10-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.81781774,52.66026598,16-10-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.830723,52.65759338,09-11-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85772434,52.6667808,11-12-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87242715,52.66481845,28-12-1951,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87242715,52.66481845,07-09-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88108552,52.6725116,09-01-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86655302,52.66378614,15-01-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89636218,52.66182966,24-01-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89994527,52.65512395,31-01-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89006435,52.65662444,12-02-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83979223,52.68201106,14-02-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92716366,52.65409142,28-02-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85183116,52.65896207,14-03-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87327389,52.65444466,15-03-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84663372,52.65378597,25-03-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88650823,52.66156783,26-03-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8580923,52.68130981,05-04-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87291705,52.67187691,08-04-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87291705,52.67187691,19-01-1976,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87291705,52.67187691,21-02-1979,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90487015,52.65521399,22-04-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90487015,52.65521399,15-01-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84798335,52.66060028,25-04-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84798335,52.66060028,12-06-1975,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84260099,52.66277845,10-05-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91139119,52.66126945,12-05-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.82737229,52.66043825,20-05-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88704547,52.67168159,04-06-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88704547,52.67168159,07-08-1973,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92112957,52.64847095,19-06-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92112957,52.64847095,04-08-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8466924,52.66401359,28-06-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89655468,52.6545199,05-07-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83141406,52.66018251,25-07-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83444681,52.65621789,04-08-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.85894065,52.67749741,12-08-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84267393,52.67614266,22-08-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84734297,52.67069266,30-08-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.04283204,52.64942252,01-09-1952,Exploration hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,Nederlandse Aardolie Maatschappij B.V.,Y
ON,Drenthe,Emmen,6.86183863,52.68189258,09-09-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.99094992,52.65398514,22-09-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84712915,52.67404779,23-09-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84249423,52.68455757,09-10-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88316351,52.67013961,21-10-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89323432,52.65812129,22-10-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.98906694,52.650577,06-11-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84417722,52.67287062,07-11-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92873005,52.66841619,18-11-1952,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83572579,52.65825158,21-11-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89567087,52.65719159,02-12-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.98231935,52.65034415,23-12-1952,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86330239,52.67968136,15-01-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89035778,52.65958679,27-01-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86360368,52.67588469,28-01-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86360368,52.67588469,10-12-1978,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87694383,52.66024995,10-02-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87694383,52.66024995,04-11-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86994869,52.65664331,09-03-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86846569,52.67843076,05-03-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86869401,52.6737991,14-03-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.99419924,52.65028303,25-03-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85720969,52.66067532,26-03-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.85554606,52.67946279,02-04-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86499176,52.65692073,07-04-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.86046903,52.65604211,24-04-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87554247,52.6743068,02-05-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8783697,52.67003803,12-05-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97833017,52.65282444,22-05-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86481857,52.65440624,23-05-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.01705409,52.64807535,26-05-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.01705409,52.64807535,11-11-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.01705409,52.64807535,18-11-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86320394,52.67234839,02-06-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86320394,52.67234839,09-03-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8676069,52.6814704,05-06-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89632115,52.66967676,09-06-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90889871,52.65246606,16-06-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85288207,52.67629593,20-06-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85254092,52.67227352,04-07-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96053572,52.66150118,11-07-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.98445531,52.6473044,18-07-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97261181,52.65450074,20-07-1953,Development hydrocarbon,Suspended,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.99972864,52.64993851,28-07-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86733289,52.66675147,29-07-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.98451294,52.65255278,06-08-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8628878,52.66557536,07-08-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86235338,52.66859297,16-08-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.99209915,52.64821713,26-08-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.94444917,52.64680156,03-09-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8713864,52.68872154,08-09-1953,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87318436,52.66841318,22-09-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87318436,52.66841318,21-06-1975,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87142109,52.66173014,18-09-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87204012,52.65861255,29-09-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95009752,52.6631129,08-10-1953,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.8758288,52.65744167,08-10-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90568747,52.6557698,16-10-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8393923,52.65782936,23-10-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85202208,52.66868472,12-11-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.92469419,52.6464475,07-11-1953,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84650078,52.65779625,23-11-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83986186,52.65593614,27-11-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85559461,52.65701918,03-12-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.99648404,52.65294861,04-12-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87978291,52.65418336,10-12-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88596355,52.66596985,12-12-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.88006407,52.66072314,17-12-1953,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.00485236,52.65142388,04-01-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.00485236,52.65142388,06-09-1982,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.89781499,52.66022931,14-01-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86291341,52.66149448,19-01-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.90207256,52.65766746,27-01-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84230391,52.65960933,29-01-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86752245,52.66008899,12-02-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84307996,52.65581589,22-02-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.86074112,52.6531356,02-03-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.86158997,52.65905717,12-03-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87987254,52.65595289,20-03-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.97018167,52.64447528,28-03-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.95773823,52.64319323,06-04-1954,Development hydrocarbon for injection,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.85585385,52.68291935,20-04-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91147592,52.65092304,27-04-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83940023,52.66164915,04-05-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91313004,52.65216915,11-05-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91313004,52.65216915,13-04-1981,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91017944,52.65360014,18-05-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91017944,52.65360014,22-09-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.91017944,52.65360014,01-10-1980,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,7.01066847,52.65043677,14-06-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.96589504,52.64731864,22-06-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83869028,52.67954384,01-07-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8490909,52.68323635,10-07-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Emmen,6.87005059,52.6763168,18-07-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.8548176,52.66872216,25-07-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.83435211,52.66232188,02-08-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.84878277,52.65574592,07-08-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
ON,Drenthe,Coevorden,6.85559542,52.66500951,15-08-1954,Development hydrocarbon,Plugged and abandoned,Oil,Nederlandse Aardolie Maatschappij B.V.,NAM,Y
